TCGA-19-1389,TCGA-19-1787,TCGA-19-0957,TCGA-19-1390,TCGA-19-2629,TCGA-32-2632,TCGA-06-2558,TCGA-16-1045,TCGA-32-1982,TCGA-14-1034,TCGA-28-2513,TCGA-12-0821,TCGA-14-2554,TCGA-14-0789,TCGA-16-0846,TCGA-32-1970,TCGA-06-2563,TCGA-14-0817,TCGA-14-0790,TCGA-19-2620,TCGA-12-1597,TCGA-12-3652,TCGA-06-0125,TCGA-28-2509,TCGA-32-2638,TCGA-06-2562,TCGA-14-0736,TCGA-06-2567,TCGA-06-2559,TCGA-02-2485,TCGA-27-2521,TCGA-02-2486,TCGA-19-2625,TCGA-28-2514,TCGA-27-1834,TCGA-41-2571,TCGA-19-2619,TCGA-14-1823,TCGA-14-1825,TCGA-27-2523,TCGA-27-1831,TCGA-14-1829,TCGA-27-2524,TCGA-12-3650,TCGA-06-0878,TCGA-32-2634,TCGA-27-2528,TCGA-27-2526,TCGA-28-1753,TCGA-27-1830,TCGA-28-1747,TCGA-14-0787,TCGA-27-1832,TCGA-06-0129,TCGA-19-2624,TCGA-27-2519,TCGA-27-1837,TCGA-06-0882,TCGA-06-2561,TCGA-06-2569,TCGA-06-0130,TCGA-12-3653,TCGA-06-0141
SLC25A10,184.8353,962.1016,196.8375,411.5193,364.6202,352.4233,181.3131,114.6417,150.4014,191.9421,179.6211,176.9367,173.0955,84.0177,217.1920,168.9520,135.4572,231.3253,290.1024,227.1062,273.1575,214.6530,175.5958,170.3407,161.5566,113.7483,290.8681,230.7938,176.2854,253.8095,367.8819,112.8049,269.9111,105.9672,190.0277,358.5844,118.7708,126.0315,337.7926,245.0344,124.6132,178.7343,250.9358,357.0205,83.7339,305.8801,210.8520,247.7528,202.5723,191.1458,173.9343,224.2380,327.4246,213.0290,348.6333,170.6136,203.2902,198.0523,117.1831,152.9204,128.9324,160.9862,163.2444
SLC25A13,733.3010,845.3919,900.2181,894.6779,740.4787,985.3551,833.3333,819.9377,532.3194,570.9974,643.2940,673.6842,463.8380,502.2110,683.6676,858.9618,975.1032,684.9043,901.0239,455.1282,589.5876,298.2005,867.3864,652.8056,479.5597,768.4729,439.6843,587.3977,549.8426,687.6190,835.3343,512.1951,444.5594,380.0998,937.3961,1298.9116,747.5083,819.9550,1060.2007,792.9204,514.9577,538.3914,642.6112,549.6575,767.3841,1325.3539,588.2913,533.1461,677.3848,890.1042,708.9288,643.6865,479.6206,520.4170,696.4415,757.8041,670.9753,680.9809,642.8169,535.6932,937.0810,818.7092,974.3326
PDK3,258.5279,301.0336,187.5682,88.7351,71.5921,128.2122,118.1818,239.8754,106.4639,391.1272,261.9723,149.4973,228.5439,276.6898,96.8481,62.1939,83.5398,242.0978,27.3038,61.3553,127.7890,124.0360,112.0391,439.3788,139.5440,141.0658,245.7723,215.9175,170.5142,55.2381,100.8922,200.6098,239.1812,123.0141,163.9889,119.5281,69.7674,360.0900,41.8060,123.8938,122.9627,270.6548,322.2039,114.7260,153.6888,116.2724,105.1880,113.4831,133.9764,216.1458,86.9671,111.0305,408.2646,78.2892,90.3559,172.7664,86.9565,201.8069,114.3662,86.3717,223.3110,48.5859,228.9528
ME3,286.3136,549.5263,293.8931,216.9533,529.0323,192.3183,330.3030,269.7819,466.4132,358.5333,361.0324,237.4926,271.4561,237.5237,316.9054,268.8541,360.5900,412.1899,232.0819,453.2967,310.3448,273.7789,318.1911,312.1242,302.6730,538.7371,547.9143,261.3962,271.2487,224.2857,729.5958,402.4390,669.3999,387.9322,515.2355,345.0418,352.5748,436.6092,443.1438,311.8977,561.9971,445.0119,430.6034,342.4658,279.8196,450.6507,232.2703,430.3371,344.0514,390.1042,463.1733,375.1814,389.7482,379.4965,438.1640,324.0043,280.8461,400.7978,522.2535,82.5959,128.9324,193.6186,544.6612
MRPL22,438.5309,414.2980,293.3479,232.8279,315.5047,414.4791,518.6869,239.8754,337.9806,326.5429,341.9364,475.4583,525.0723,229.3114,391.4040,204.7013,401.6519,777.3210,451.8771,321.4286,537.5254,902.9563,255.8566,453.9078,288.1289,326.0188,922.2097,267.3467,382.4764,379.5238,418.1077,603.0488,397.9524,218.8453,245.9834,415.1100,192.6910,813.2033,302.6756,443.6578,1445.8428,1132.2269,936.0683,526.5411,332.8157,483.3286,401.7135,738.2022,262.5938,323.4375,337.1198,419.4485,574.9125,272.7760,403.0944,414.4241,276.1457,351.5194,316.0563,336.5192,407.4265,254.5323,561.0883
GCDH,218.0574,454.3497,594.3293,578.8135,868.2622,623.3766,656.5657,731.4642,899.0283,882.4506,734.5964,924.8965,696.2392,423.8787,632.0917,1319.2948,974.6313,1229.7661,1111.9454,812.2711,917.5118,1670.9512,544.3064,366.7335,623.0346,581.2808,1032.6945,562.7457,410.8080,747.6190,1345.0821,589.6341,497.3124,866.6276,462.6039,601.1735,544.0199,619.6549,765.8863,752.4090,802.9709,774.0288,1383.4406,1238.0137,467.4259,460.5301,755.8306,955.6180,613.0761,484.3750,519.3600,521.7707,417.2971,515.4724,573.0789,385.8988,426.5570,520.4740,525.0704,286.9617,298.6075,856.4177,580.0821
PPA2,486.2499,696.8131,547.4373,468.9122,500.3122,710.1409,743.4343,958.8785,902.4081,741.8138,858.7200,905.4997,1145.1302,603.2849,629.2264,601.3712,977.4631,1931.6797,939.2491,727.1062,711.9675,1831.6195,704.8279,720.4409,652.9088,745.1858,1685.4566,687.2808,707.2403,648.0952,1089.9879,1162.8049,817.4157,653.3110,852.6316,473.9909,803.5714,1517.6294,826.0870,898.3284,2402.3107,2656.2101,1596.0473,1144.6918,881.8557,910.0408,833.4127,1770.2247,598.0707,490.1042,600.9527,875.9071,634.5264,640.7351,506.6529,762.1098,559.3420,1037.6628,635.4930,446.4897,855.0799,538.0711,1641.6838
MRPL9,697.4273,832.4548,698.7568,672.0586,904.3871,1113.4181,963.1667,609.7321,879.4930,741.6448,829.6643,987.1934,1063.4041,575.4896,1054.6074,880.9256,889.6472,1775.9830,986.4369,660.2106,981.9540,961.9794,801.1937,1153.9379,773.3491,860.3090,1264.4194,842.9115,905.8499,1115.0333,945.7429,1362.1890,1328.2339,676.1446,876.3324,848.9618,857.9360,1321.5154,806.6221,974.7060,1464.5430,1425.0812,1415.9186,1013.9983,760.6323,977.7866,866.4112,1160.9888,842.1972,842.0260,924.7050,973.6575,938.2048,797.5813,946.4054,1017.8741,831.7979,777.5807,700.6254,1949.5032,1011.8257,937.9188,1111.4425
CHCHD10,273.6288,898.3635,308.0698,164.0379,273.0489,655.4297,258.0808,432.3988,632.0237,164.1769,356.8551,208.6339,292.1890,379.0272,652.1490,277.1792,549.8525,782.4238,437.5427,369.9634,340.7708,728.7918,202.8926,338.6774,338.0503,292.8795,877.1139,214.6424,317.9433,283.8095,218.0857,452.4390,353.9062,348.3097,395.0139,303.8252,470.5150,434.3586,254.1806,330.3835,995.2548,566.8430,877.3769,423.8014,172.7674,229.8851,409.8049,1043.8202,395.4984,201.0417,429.4613,441.9448,615.1067,294.2025,269.0046,303.5522,337.2503,386.7183,549.2958,138.7611,453.8422,506.8891,626.7967
WARS2,320.1397,378.1223,191.9520,157.1181,293.0281,256.9771,302.3636,338.3178,336.2907,117.0967,320.4535,417.1733,360.6557,157.2963,182.2350,310.4799,293.0973,614.1857,182.5324,380.0366,219.0669,363.1105,274.5977,487.9760,299.9214,311.9749,474.6336,338.1235,294.3337,273.5381,356.4269,389.6341,456.8514,175.9977,449.2798,220.2144,231.3123,561.8905,317.7258,266.0767,465.4425,696.3414,281.2277,181.5068,260.7410,352.2371,355.5450,341.5730,269.0247,283.8542,304.3850,325.1089,378.9093,222.9181,218.6694,317.2766,205.6404,281.3657,406.7606,677.7581,357.4007,281.3633,414.0503
SLC25A19,500.7467,406.5461,275.3544,247.8885,275.9625,344.2940,289.8990,337.0717,381.9180,282.4808,263.1657,202.4837,356.7985,778.9008,436.1032,228.6974,241.1799,657.1226,269.6246,195.0549,188.6410,314.2674,225.3005,297.0942,246.4623,457.2324,578.3540,303.0496,161.5950,223.3333,288.5780,804.2683,560.3087,161.2545,272.5762,372.7158,236.7110,721.6804,195.6522,269.0265,384.5678,644.1729,988.7708,231.1644,416.5496,206.7066,225.1309,297.7528,209.0032,267.1875,279.4674,451.3788,391.5547,364.2507,192.2641,506.4586,363.1022,355.7433,226.4789,58.0531,418.7726,181.2908,557.4949
CBR4,276.6490,230.4091,555.0872,779.8921,434.5473,284.0564,621.7323,531.4642,479.9324,306.6244,399.8210,577.6842,564.1273,307.0183,716.3324,504.4074,497.0242,519.3820,613.6519,586.0806,526.0311,756.4267,436.3414,442.3848,415.0943,530.6762,766.6291,450.1158,524.6695,282.8571,883.7978,382.9512,355.4529,497.5852,629.3850,296.1707,608.3887,556.6392,749.1639,610.8161,919.5956,1212.4749,299.4460,611.3271,515.1224,293.7209,637.7915,586.5169,452.3044,428.6458,582.8753,577.6488,582.1429,766.4387,842.9087,685.1453,482.9847,551.5241,746.5239,147.2566,427.5400,353.8796,796.7146
HAGH,844.4438,763.5659,985.2781,796.5808,1197.0864,926.7754,928.2828,574.4548,731.7279,583.0693,639.7136,1106.5642,955.6413,456.7277,828.0802,859.4515,619.7050,1243.9405,789.7611,892.8571,1158.2150,1255.7841,418.4152,851.2024,634.0409,750.5598,1667.4183,911.6991,487.9328,644.7619,1029.6288,752.4390,1158.5177,771.2571,683.6565,1340.1282,829.7342,623.4059,959.8662,732.3500,794.7184,1007.4777,954.6339,1333.0479,588.2571,613.6601,819.6097,1137.0787,615.2197,581.2500,876.5115,1097.9681,815.1744,539.3712,1037.2357,997.3089,783.7838,615.7456,858.0282,364.3658,368.7468,751.9942,852.1561
NDUFA12,874.6457,1107.2351,675.5725,307.3166,1144.6410,1048.9085,1180.8081,798.1308,1137.3046,773.2005,513.2030,1324.6600,1967.6953,579.2798,1047.5645,682.1743,993.9823,1645.9249,1883.9590,856.2271,1231.2373,1960.7969,608.2705,849.1984,799.5283,831.6167,3311.1612,729.3593,801.1542,903.8095,1025.2230,1451.8293,1226.1235,936.6581,821.0526,1213.5344,741.2791,1997.7494,1086.9565,934.5133,2455.9521,2799.1975,1881.7188,1226.8836,816.1405,1060.8910,1262.2561,2287.6404,733.1190,774.4792,1054.8430,1034.8331,1146.2120,711.1954,1123.4657,1290.0969,862.5147,843.3650,1237.1831,452.6254,933.9866,1182.7411,1641.1704
MRPS16,1287.8071,1869.3196,1195.4689,1260.1282,1128.8366,1249.9972,1212.6263,1140.4548,1100.6506,898.7475,1074.3965,1127.8533,1362.5844,744.0872,1281.5415,873.1195,940.1770,1657.8767,810.9215,799.4139,1396.4638,1082.2108,830.3035,1447.3747,863.2508,942.2302,2316.7982,1272.4599,838.4050,1008.7762,2135.1162,1516.6951,1206.7995,867.2219,1165.0970,1450.5769,934.7757,1663.1658,1192.3077,1083.9253,3149.1644,2072.0846,1530.4866,1010.5908,966.6495,1225.3254,1012.2228,1340.9888,1023.5798,919.2708,1023.0854,1203.5849,1272.2231,1168.3794,739.9649,1354.1442,931.1516,1230.6653,1055.2113,1993.9634,1251.6761,966.4032,1423.5113
MTERFD3,318.9316,502.1533,257.9062,230.7927,238.5016,234.8715,409.0909,381.9315,449.5142,178.6630,278.6812,456.5346,807.6181,246.3677,362.7507,433.8883,416.7552,411.6230,567.2355,432.2344,169.0331,273.1362,504.3797,267.5351,373.4277,450.5150,445.3213,353.2037,442.2875,447.6190,479.7885,436.5854,555.1871,296.7082,500.8310,307.9469,308.9701,780.1950,284.2809,277.2861,580.9779,713.4780,268.9025,316.7808,366.7333,368.9560,266.5397,278.0899,302.2508,544.7917,392.3293,599.4194,618.7197,524.9495,713.3574,285.7912,301.9976,356.6819,531.8310,555.9882,312.5322,364.7571,511.8070
NDUFA10,1176.0602,1400.0861,1530.5344,1333.0620,1670.7596,1141.7519,2031.3131,1935.8255,1862.2729,830.5417,1347.4564,1644.4707,1173.0955,1558.4334,1946.7049,1649.8531,2172.9794,1822.8207,1982.9352,1101.6484,1963.4888,2521.2082,2153.5954,1582.1643,1612.8145,1862.5168,1907.5536,1749.0171,1519.9370,1895.2381,1522.1941,1626.8293,1784.8957,1774.7206,1492.5208,1549.1552,1642.4419,1988.7472,1618.7291,1821.4356,1335.2589,1340.8718,2154.8136,1639.5548,1586.7043,1518.7613,1789.1480,1787.0787,1601.2862,1510.9375,1860.5106,1690.1306,1837.1909,1772.6318,2064.5694,1473.0893,1683.9013,1720.0516,1500.8451,1546.1947,1410.0052,1737.4909,2457.9055
NDUFC2,1972.1811,1511.6279,1702.2901,1076.2186,2418.3143,2096.1592,2276.2626,1717.7570,2825.5175,1831.8998,2170.3715,3065.6416,3810.5111,1547.6943,1920.3438,1946.6210,2037.0501,3545.2870,2709.8976,2032.9670,3373.2252,4466.5810,1511.9169,1791.5832,1905.6604,1824.8992,6086.8095,1920.3060,1539.8741,1932.3810,3900.4296,2574.3902,2478.3674,1794.9926,2001.6620,2524.2221,1788.6213,3451.6129,2515.0502,2443.6578,5614.1943,6364.3991,4130.5585,3574.4863,2041.4112,2110.3828,2274.6311,4780.3371,1733.1190,1239.5833,2240.6254,2381.7126,2090.0982,1509.7449,1845.4874,3132.9386,1834.3126,2214.7131,2090.1408,1527.3156,1171.7380,2139.2313,3169.9179
NDUFB11,1887.6159,3506.0293,1327.1538,1538.2111,2561.4984,2460.3482,1918.1818,1125.8567,2191.8040,1719.0282,1565.8660,2633.7079,4020.2507,1165.5085,1824.0688,1750.7346,1495.2212,3892.2750,1707.1672,1434.9817,3257.6065,4158.0977,1086.1683,2477.9559,1408.0189,1192.5661,3394.5885,1227.9248,1396.6422,1955.7143,2844.3661,1957.3171,2665.8199,1558.1789,1327.4238,2634.3293,1390.7807,3103.5259,2289.2977,1953.5890,3909.2222,3388.6558,3596.9457,3447.7740,1304.7649,2445.1411,1793.9077,3236.5169,1413.7192,1461.4583,1484.7930,2063.1350,2202.5517,1375.8292,1827.3337,2087.7287,1584.0188,1314.0913,1300.8451,1995.5162,1684.8891,2100.7977,1822.8953
DHTKD1,314.0993,932.3859,695.2017,1002.1370,480.7492,760.9837,589.8990,786.2928,410.6464,631.9602,374.7576,881.3720,405.4966,434.6178,805.7307,917.7277,631.9764,340.1843,636.1775,675.8242,576.0649,354.7558,964.3512,725.9519,488.6006,708.4639,437.4295,660.0786,871.4586,589.5238,1245.5116,348.7805,795.3926,725.6451,669.2521,479.2901,2115.8638,457.6144,673.9130,613.9626,543.8416,354.5504,336.5773,373.2877,663.5116,806.6876,598.7625,876.9663,448.0171,645.8333,794.4302,634.2525,560.0090,1241.0895,611.0366,816.4693,632.1974,623.7240,812.3944,608.3776,421.3512,646.1204,653.4908
HSD17B8,117.1832,165.8053,149.9455,75.7098,86.1602,371.3733,126.7677,252.9595,251.7955,138.2224,322.2438,103.1342,172.1311,114.9716,178.2235,163.0754,137.3451,324.3090,103.0717,250.9158,192.6978,431.8766,81.0756,232.9659,179.2453,308.1057,595.2649,652.8530,100.7345,147.6190,7.0492,407.3171,340.0777,78.3236,222.1607,200.7837,254.1528,321.8305,188.9632,253.2940,974.6235,611.3442,157.5086,134.4178,201.3853,192.2675,216.5635,892.1348,94.3194,161.9792,228.6552,193.7591,235.7457,72.5205,103.9711,200.2153,116.3337,268.9194,106.4789,39.1740,101.5988,157.3604,178.1314
HINT2,559.3383,903.1008,383.3152,286.1504,423.7253,1054.4349,437.3737,257.9439,564.4275,588.5016,547.2177,232.2886,602.2179,249.5262,467.0487,304.1136,434.2183,935.5067,528.3276,389.1941,416.4976,550.1285,372.7847,910.3206,203.6164,256.1576,904.1714,1111.4653,279.6432,530.9524,710.6510,678.6585,857.3646,321.1268,623.8227,407.4555,260.7973,687.1718,533.4448,317.0108,1563.8539,1314.6088,719.8682,489.7260,226.8235,527.4057,552.1180,757.3034,307.6099,455.7292,463.1733,423.8026,1510.2179,324.6941,606.9108,766.4155,371.3278,317.7285,393.8028,260.0590,624.0330,247.2806,676.0780
MRPS5,883.1022,726.0982,646.1287,715.5795,895.7336,563.1390,665.1515,743.9252,711.4491,620.4919,522.1543,751.2714,662.9701,757.4226,805.7307,699.3144,951.9764,755.7760,896.2457,622.7106,741.0412,1303.9846,869.4235,511.0220,637.5786,711.5987,767.7565,512.1666,941.2382,766.1905,812.4243,950.6098,784.1249,797.5185,637.1191,664.1760,548.1728,714.1785,528.4281,715.4376,691.5618,509.2103,999.5508,708.9041,796.0020,738.6720,863.8743,958.9888,707.3955,658.3333,716.7461,819.3033,677.4303,735.5062,873.4399,719.5910,580.4935,644.3740,796.0563,1000.5900,652.9139,857.1429,659.1376
C6orf136,332.8244,313.5228,311.8866,383.8404,290.9469,273.0036,264.1414,227.4143,327.8411,209.4462,179.0243,305.6180,207.3288,207.2015,389.1117,341.8217,287.4336,223.9546,251.8771,332.4176,303.5835,346.4010,250.5602,212.4248,223.2704,274.5186,277.3393,275.4224,290.1364,283.3333,371.4065,385.3659,332.9074,341.8595,322.9917,448.6721,313.9535,180.7952,290.9699,283.9725,239.3233,235.6374,249.7380,356.1644,251.2017,345.3975,235.6021,347.7528,242.2294,238.0208,298.0335,346.8795,201.4226,231.9832,424.9613,303.5522,249.1187,290.0387,230.4225,212.3894,171.2223,367.6577,247.9466
SPRYD4,222.8897,96.0379,135.2236,100.1323,323.8293,280.1879,212.6263,266.0436,236.5864,171.4199,189.7658,111.1768,205.8824,145.9255,272.7794,114.1038,159.5280,318.0723,217.0648,173.9927,284.6518,373.3933,165.0031,106.2124,189.8585,192.1182,785.7948,175.1142,184.6800,88.0952,400.4846,270.1220,112.6763,125.7785,129.0859,121.2946,178.1561,315.8290,158.8629,151.0324,617.2890,372.7886,252.7324,184.0753,130.3705,177.8284,193.7173,429.2135,132.9046,151.0417,216.4407,243.8316,225.3585,162.3470,110.1599,173.8428,165.6874,135.1637,220.8451,347.8466,207.3234,150.8339,184.2916
DECR1,922.9687,1259.2593,1099.7819,856.8230,1307.3881,1444.0453,1253.5354,1431.1526,1157.5834,974.8001,1210.8011,1542.2827,1320.6365,874.2893,1608.5960,1190.0098,1479.1740,1873.8483,1583.6177,1507.3260,1115.6187,1455.6555,972.4995,1200.4008,966.9811,1393.1930,1846.6742,995.8559,963.7985,1114.7619,1334.9488,1532.3171,1357.2378,904.8679,1611.0803,936.7943,1493.7708,1887.4719,1515.0502,1550.0492,2233.9591,2853.9121,1139.0927,875.0000,1357.7610,1053.2915,1427.4155,2824.7191,918.5423,1418.7500,1225.3573,1433.9623,1959.1284,941.1183,1254.2548,1379.4403,1178.6134,1606.9459,1530.7042,1428.2006,1156.7818,1277.0123,2974.3326
MRPS26,771.3554,1419.8966,598.6914,731.8612,926.1186,1438.5189,942.9293,637.3832,899.0283,767.1646,1422.0498,1185.5707,1771.9383,617.8143,836.1032,1072.4780,1315.3982,2010.4890,1385.6655,991.7582,1767.4104,3065.5527,1295.1721,1331.6633,1102.2013,1067.1742,2175.8737,1094.4639,577.1249,940.4762,1499.7246,954.8780,1264.5359,813.6440,921.3296,1821.1847,1077.2425,1119.2798,1200.6689,1911.5044,2120.8995,1614.4446,2217.0984,1645.5479,588.2571,1467.8446,1498.3341,2514.6067,718.1136,777.6042,1086.1121,1931.7852,1201.3097,742.5110,915.5235,1611.4101,881.3161,1190.1912,852.3944,1045.4277,717.8958,1353.1545,905.0308
SLC25A15,171.9090,290.3575,147.3773,638.8969,277.7732,468.7759,287.5152,227.2087,427.5285,124.8589,260.2477,561.8309,238.4041,277.9975,174.8138,200.2644,588.2997,391.5464,491.1126,248.3608,290.7235,285.8483,512.6543,303.9930,271.3640,354.3663,287.8579,165.4914,395.9864,458.2524,479.2775,267.5122,226.5665,358.7635,140.9307,254.6538,412.7159,294.3136,504.0635,557.3373,634.8752,525.3766,239.8084,459.8630,448.1777,249.9744,589.2004,341.0281,413.1618,141.7760,373.1574,213.3237,124.4936,251.5678,279.7071,140.9742,385.8167,270.2898,317.2507,520.7221,308.7365,223.4518,347.1817
STOML2,1378.4126,1910.8527,961.8321,1388.8267,1039.7503,2086.2117,1928.2828,952.6480,2147.8665,1536.1400,1855.8854,1109.4027,2277.2420,1158.5597,1311.7479,875.1224,1993.6283,4107.1580,1281.9113,982.6007,2175.7945,1538.5604,1493.9906,2929.3587,892.6887,1017.0175,2748.5908,2065.2428,1483.7356,1729.0476,2792.8186,2255.4878,1934.4480,1354.9983,1703.6011,2209.2096,903.6545,2278.3196,1750.8361,1197.6401,5218.0730,4498.2674,3305.2852,2362.1575,906.2339,1592.4765,1877.6773,1546.0674,1294.7481,1256.7708,1600.0977,1082.0029,2383.1997,1680.7450,1203.9195,1796.0172,1485.3114,1182.6822,1011.8310,2011.0914,2211.4492,875.2719,1457.3922
MSRB2,424.0340,530.1464,500.0000,464.4347,444.9532,646.0348,388.8889,326.4798,439.3747,257.1299,437.4161,458.9001,533.2690,271.6361,502.0057,245.3477,203.8938,698.5117,341.2969,385.5311,387.4239,383.0334,174.3736,377.7555,218.9465,333.6319,1217.5874,364.2546,232.4239,209.5238,774.5346,564.6341,420.9998,284.7293,396.6759,409.2219,254.1528,448.6122,304.3478,251.3274,618.9396,640.5253,607.2765,369.0068,305.2577,322.5990,310.8044,1263.4831,308.6817,389.5833,309.2708,308.4180,602.4613,318.1013,204.2290,428.9559,331.3749,492.3149,324.5070,1106.3127,475.5028,244.3800,541.0678
TOMM40,890.9547,1335.9173,730.0981,1046.5045,788.3455,1085.3827,819.6970,515.8879,856.7807,1318.2435,938.0874,1101.8332,890.5497,898.2944,914.0401,907.4437,1387.6106,1013.7491,1425.2560,736.2637,982.4206,1390.1028,1242.2082,952.4048,1021.6195,980.7434,614.4307,768.0374,760.7555,1202.3810,767.4854,715.8537,1221.5140,899.7999,588.9197,1415.4957,808.9701,575.3938,1168.8963,1257.0305,456.3648,461.7910,2157.2092,1482.8767,615.8151,1009.5944,929.0814,998.3146,1021.4362,787.5000,896.0547,1162.5544,886.5304,676.9953,1425.4771,782.5619,989.4242,724.1582,457.4648,1108.6726,834.9665,957.2154,693.5318
SLC25A25,813.6379,1207.1490,662.4864,1002.9511,1144.2248,1318.5963,933.8384,624.9221,970.0042,1405.7643,942.8614,450.3844,594.5034,991.1560,836.6762,1422.6249,1044.9558,772.7853,691.4676,1324.1758,1371.8729,1188.9460,1060.5011,2141.2826,1401.7296,1339.4536,306.6516,1010.7321,1130.1154,1622.8571,629.5848,644.5122,1356.7256,1069.3475,705.2632,1176.4394,2421.9269,288.0720,775.9197,1087.9056,692.3870,205.7268,1176.2240,1583.0479,1176.5142,1203.0018,656.3541,591.0112,1158.6281,862.5000,1100.7695,1287.3730,1080.2755,1379.9497,1584.3218,899.8924,1021.1516,1317.8458,935.7746,851.4454,962.3517,482.2335,431.7248
ACAD10,317.7235,682.1705,383.8604,583.6980,440.7908,413.3739,475.2525,562.6168,464.7233,514.8634,389.0795,352.4542,353.4233,339.8610,432.0917,710.0881,604.1298,298.7952,374.0614,352.5641,277.8905,235.2185,477.8977,427.3547,428.4591,479.6238,377.6776,527.0428,354.1448,310.9524,421.6323,262.8049,574.6494,319.7446,435.4571,580.5652,530.3156,333.8335,396.3211,368.9282,238.4980,196.2429,241.9524,213.1849,488.6244,444.9511,516.8967,333.1461,406.2165,622.3958,471.4792,468.0697,606.0743,361.3664,552.4497,814.8547,445.3584,417.6933,1113.2394,319.5280,434.7602,435.0979,475.3593
CCDC90B,1252.1326,719.5736,997.2574,757.3787,1152.4995,693.0091,1233.7222,775.6262,1133.7896,698.9588,1498.9587,693.5068,1540.4773,827.4984,887.6160,699.2948,1221.8572,1607.3707,1095.5631,787.4908,1241.3793,1430.5913,889.2972,895.7515,843.9190,1267.7833,2501.6573,717.8706,896.9885,969.0476,2027.8313,2043.7988,816.3504,1127.3622,1225.3629,919.6188,785.2907,1576.8717,1326.0870,1282.9577,3838.2505,4939.6316,1833.7595,1371.5753,1082.0645,997.3592,969.9905,1785.3820,905.6377,816.5573,1068.5086,1260.4790,1037.3445,945.5107,886.6096,1110.7966,963.5723,1518.1744,1052.7268,1086.8861,747.2563,711.3561,1411.6119
DNAJC11,883.9297,1407.7649,1235.8561,1645.4137,1099.4422,952.4123,1071.4242,577.3209,786.4808,895.5123,864.1444,632.1230,726.8756,917.7764,1104.1203,1358.1881,1133.5693,803.8498,974.2730,968.1044,772.7924,520.8226,1234.5203,1068.7976,647.5000,683.6185,334.4758,900.1806,921.9937,1189.6238,830.7963,816.8171,1140.4536,1082.5796,895.7175,1283.6673,981.2168,506.9092,1153.5117,1228.2635,185.3600,156.1846,518.6465,831.8750,590.3770,717.4656,1012.7273,611.3146,1299.8928,1131.8177,1066.6813,606.7707,745.5346,1455.6718,1384.1609,1113.5899,1192.6557,931.5030,1063.3239,1334.8059,1108.1176,1110.1885,875.7957
ALKBH7,371.4828,729.5435,431.8430,589.8036,1052.6535,997.5131,605.0505,570.7165,1079.8479,449.6756,741.7574,619.2785,1220.3472,528.7429,676.2178,652.7914,1002.0059,2359.7449,1068.9420,847.0696,1111.5619,3615.0386,612.3447,841.1824,746.8553,420.5105,1683.2018,615.4500,402.9381,953.8095,1024.3419,815.2439,696.0325,852.8058,534.0720,841.4074,562.2924,1216.8042,752.5084,669.8132,2144.8319,2422.7613,2168.5881,1792.8082,468.4858,551.3442,894.8120,1520.2247,559.4855,431.7708,493.4652,656.0232,721.2374,382.7929,349.4585,646.9322,581.6686,576.3229,474.3662,595.6342,652.3981,962.2915,801.3347
GLDC,137.7205,1316.9681,522.3555,1797.9037,157.7523,409.5054,906.5657,462.3053,304.1825,740.6066,500.0746,370.4317,1123.4330,1174.9842,429.2264,490.2057,2401.4159,573.7775,1365.8703,558.6081,912.7789,643.3162,1572.2143,1239.4790,1180.8176,1114.6440,158.9628,198.4911,1106.5058,1308.5714,468.7741,372.5610,217.1580,2048.8532,818.8366,634.1468,1130.3987,633.9085,872.9097,1498.5251,1865.8964,282.3272,648.0012,1747.4315,607.3357,709.7939,2498.3341,914.0449,1124.3301,694.2708,1008.4280,1248.1858,277.7464,1215.5425,1321.9185,841.7653,2145.7109,607.2979,1121.1268,2.3599,127.9010,872.3713,334.1889
THEM4,287.5217,267.8725,195.7470,124.5548,34.9636,238.7400,251.5152,309.6573,288.9734,19.3149,260.1820,289.0597,378.9778,34.1124,225.7880,33.3007,228.4366,73.7066,12.9693,56.7766,54.0906,88.0463,163.3734,233.4669,117.1384,438.4236,494.9267,39.1032,126.9675,22.3810,356.8675,67.0732,553.6506,145.5897,283.6565,223.7472,212.6246,218.3046,413.0435,385.4474,450.5880,57.6327,317.4128,13.6986,180.1869,215.8260,269.8715,96.6292,73.9550,27.6042,241.8468,23.2221,396.5225,251.3495,280.5570,161.4639,164.5123,434.1194,256.9014,193.0383,342.9603,119.6519,299.2813
